lead_time_days,avg_daily_rate_adr,total_stay_nights,special_requests_count,previous_cancellations_count,booking_channel_score,is_canceled
114,70.358,6,0,3,1,1
278,178.346,6,3,4,3,1
213,112.735,5,3,1,3,0
172,186.286,1,0,2,1,1
288,164.225,3,0,3,2,1
174,101.482,5,1,3,2,1
113,64.309,6,3,0,3,0
122,130.903,14,1,1,1,1
32,95.404,1,5,2,3,0
222,121.574,14,0,4,2,1
119,161.962,14,4,2,4,0
39,53.857,9,4,4,4,1
268,130.585,14,5,2,2,1
233,150.384,3,0,2,3,1
18,152.324,10,3,1,4,0
149,65.458,13,4,0,2,0
149,136.773,3,3,2,1,1
126,168.141,11,4,3,3,0
302,133.729,2,3,3,3,0
360,115.372,8,4,3,4,0
238,165.585,13,3,0,3,0
135,92.227,3,5,2,4,0
151,58.807,6,1,4,4,1
236,111.976,2,3,4,2,1
224,141.402,7,1,1,4,0
203,161.557,13,1,0,1,1
256,141.22,4,0,2,3,1
86,153.433,9,5,3,4,0
150,161.812,14,1,0,3,0
235,106.425,10,2,0,4,0
345,114.082,9,1,2,2,1
22,171.487,7,3,1,1,0
348,71.594,12,1,1,3,1
285,137.165,8,3,1,2,0
269,91.332,3,3,3,3,0
258,164.01,11,2,3,2,1
29,119.283,5,1,2,1,0
213,120.304,2,1,1,4,0
283,189.155,10,4,2,2,1
50,76.958,7,4,1,3,0
95,128.633,13,0,0,3,0
88,112.795,8,3,4,2,1
44,141.296,9,2,4,1,1
278,197.173,11,4,1,1,1
171,95.79,11,1,2,4,1
189,72.104,7,0,3,4,1
353,87.627,10,2,1,3,0
184,110.687,10,5,1,3,0
3,122.569,13,1,3,4,1
191,124.581,8,1,1,4,0
118,192.106,12,5,0,4,0
19,184.994,9,3,3,2,1
23,172.118,6,3,0,4,0
30,220.578,12,4,4,2,1
295,152.964,12,4,3,2,1
108,164.334,10,1,3,4,1
281,152.191,2,1,2,1,1
128,145.636,2,4,2,1,1
229,135.776,4,5,3,3,0
111,104.126,9,4,4,4,1
136,70.129,7,1,1,3,0
362,114.774,2,2,2,4,0
186,142.631,8,1,4,3,1
144,122.89,11,2,4,2,1
72,77.387,7,2,2,4,0
129,113.365,9,1,1,1,1
364,111.28,8,0,2,4,1
261,117.506,3,4,4,3,0
3,139.637,1,3,0,3,0
104,148.25,2,1,2,3,0
224,99.998,14,2,4,3,1
320,159.245,13,1,2,3,1
362,165.266,2,4,4,3,0
354,132.812,4,5,1,1,0
10,146.59,6,2,4,3,1
302,159.369,4,3,3,1,1
231,76.094,9,3,0,4,0
219,162.189,4,3,4,2,1
66,88.398,6,5,2,1,0
112,92.292,6,0,2,4,1
13,127.852,10,2,4,2,1
86,35.0,11,5,3,1,1
234,127.025,10,2,4,1,1
90,159.271,1,5,1,4,0
314,54.163,8,5,3,3,1
54,163.56,12,0,4,1,1
12,92.048,3,2,0,1,0
209,128.274,13,5,3,4,0
14,97.857,6,0,4,3,1
121,142.917,3,1,0,2,0
20,160.998,11,4,4,3,1
75,145.88,2,5,1,3,0
243,119.841,5,3,2,4,0
223,100.966,14,0,4,3,1
70,117.228,1,0,3,4,0
312,146.239,9,5,4,2,1
211,147.611,11,0,4,1,1
101,142.033,7,1,4,1,1
186,68.697,3,0,4,4,1
132,119.079,4,4,3,4,1
111,94.663,13,4,3,3,1
132,146.597,6,3,4,3,1
20,89.401,3,1,2,1,1
24,138.082,12,4,4,1,1
227,108.712,7,5,3,1,1
154,44.836,13,2,1,4,1
293,157.238,6,2,4,2,1
230,118.989,9,2,4,2,1
310,171.039,12,5,4,4,0
359,53.388,5,0,4,3,1
202,108.339,4,5,0,2,0
38,111.344,3,0,4,3,1
260,130.808,10,2,3,1,1
188,66.993,1,3,3,1,1
57,141.762,3,3,0,3,0
20,196.466,3,0,4,1,1
273,138.981,7,2,2,4,0
119,123.715,7,5,4,3,1
71,64.902,13,3,3,3,1
4,89.03,12,0,1,3,0
221,117.766,1,5,1,2,0
14,98.809,3,2,2,3,0
3,161.05,13,1,4,3,1
216,141.348,8,2,0,3,0
229,227.695,9,2,4,2,1
336,80.766,7,5,2,1,1
186,121.325,7,5,2,2,0
55,64.66,12,4,2,4,0
254,35.0,11,4,1,3,0
24,148.909,8,5,4,4,0
162,139.865,6,5,4,2,1
158,85.816,11,1,0,1,1
82,123.721,3,1,2,1,1
159,94.829,1,2,2,3,0
188,100.232,7,3,3,1,1
60,107.189,1,1,3,2,1
305,84.137,1,2,1,2,0
319,91.334,9,0,4,1,1
211,92.463,13,4,0,3,0
152,136.915,10,3,0,3,0
109,35.0,7,2,2,2,1
76,110.895,13,5,0,1,1
30,76.493,11,0,2,2,1
314,77.938,13,4,4,2,1
117,98.974,4,0,0,4,0
356,119.426,6,2,2,2,1
192,111.424,1,1,4,3,1
19,77.438,7,4,4,1,1
173,148.868,12,0,2,1,1
228,83.896,6,1,2,4,0
350,90.612,4,3,1,4,0
183,131.38,7,2,4,3,1
113,132.815,3,2,2,4,0
183,95.532,1,4,4,2,0
146,35.0,4,0,0,2,1
319,84.58,3,3,3,3,0
116,126.476,1,5,3,1,1
113,147.544,2,4,2,3,0
251,116.828,11,5,2,4,0
251,100.841,5,4,4,1,1
303,211.728,8,0,2,1,1
313,105.101,1,3,4,1,1
118,144.489,4,0,2,4,0
301,66.598,14,2,4,2,1
161,76.393,4,5,2,2,0
198,145.893,5,1,1,4,0
260,161.782,7,2,4,4,1
148,104.411,13,2,1,3,0
240,46.055,12,5,1,3,0
47,113.298,8,4,1,2,0
198,127.576,6,2,1,4,0
47,123.953,1,3,0,3,0
78,97.464,7,2,3,4,0
124,113.885,3,3,0,4,0
75,90.009,13,0,2,2,1
359,75.526,13,4,2,2,1
137,150.227,13,3,3,4,0
90,123.912,6,2,3,1,1
325,113.973,8,4,3,1,1
61,99.714,7,4,1,4,0
138,112.793,10,3,0,2,0
50,126.413,6,3,2,1,1
259,189.147,9,1,0,2,1
107,146.181,9,1,0,1,0
113,93.348,1,4,0,4,0
350,93.769,1,5,3,3,1
254,87.533,1,5,3,3,0
118,111.979,8,1,2,2,1
198,87.502,12,2,2,2,1
337,138.993,13,0,2,1,1
365,35.0,14,4,0,4,0
51,141.407,12,0,3,1,1
245,131.015,14,1,1,4,0
35,170.51,10,3,0,4,0
302,155.072,7,4,4,2,1
69,92.652,3,1,0,3,0
349,150.572,13,2,3,3,1
320,113.277,2,4,4,2,1
49,42.628,4,4,0,3,0
74,126.353,3,5,3,2,0
192,95.03,7,3,3,1,1
261,120.009,10,4,1,4,0
356,186.058,8,3,0,3,0
70,128.991,6,1,3,3,1
90,79.307,3,2,2,1,1
260,158.577,6,2,3,1,1
126,134.502,2,4,1,3,0
231,74.594,12,4,3,3,1
295,55.75,7,1,0,2,0
129,80.906,14,5,0,2,0
280,153.452,11,5,4,3,1
313,107.936,10,5,0,2,0
100,123.246,14,3,4,1,1
326,66.459,7,5,2,4,0
297,154.529,4,2,1,2,0
182,39.393,13,3,2,4,1
174,93.785,8,1,4,2,1
316,136.739,4,2,3,3,1
364,75.095,7,2,3,2,1
188,144.565,4,0,2,4,0
57,85.232,13,1,3,4,0
31,70.957,12,1,4,3,1
84,171.459,5,0,1,4,0
152,126.157,7,3,0,3,0
36,140.761,13,5,4,3,1
213,160.728,14,5,4,4,0
364,35.0,14,5,0,1,1
106,145.391,13,5,0,4,0
342,89.559,10,5,1,4,0
220,94.829,3,0,1,2,1
163,137.498,10,1,1,4,1
220,105.478,5,3,3,2,1
270,143.781,11,2,4,2,1
120,118.366,14,5,0,4,0
336,126.728,3,0,4,3,1
182,100.391,5,3,4,1,1
106,77.403,14,3,1,4,0
217,90.387,3,3,1,4,0
205,115.887,11,0,4,3,1
70,193.49,10,2,1,2,0
44,178.876,11,5,3,3,0
329,93.868,7,3,0,3,0
301,122.41,13,0,4,2,1
228,108.491,1,1,0,4,0
184,125.211,9,0,3,3,1
107,130.357,9,0,1,3,1
84,141.101,5,0,2,4,1
338,35.0,9,3,3,4,1
250,134.66,10,0,2,1,1
363,104.043,13,1,0,3,0
21,91.802,6,3,4,1,1
196,151.77,5,1,1,2,0
178,178.673,13,4,3,4,0
7,147.56,3,0,1,4,0
70,99.258,11,5,2,1,1
127,76.96,11,5,2,3,0
160,35.0,8,3,4,2,1
248,127.301,4,5,2,3,0
203,143.161,10,3,4,3,1
148,115.925,13,0,3,1,1
143,157.35,13,2,4,3,1
199,67.192,3,2,2,1,1
154,113.15,13,1,0,4,0
142,109.988,6,0,4,4,1
313,115.596,8,5,1,4,0
165,166.717,13,0,0,2,0
314,115.806,9,4,4,2,1
21,108.208,14,2,1,3,0
82,82.532,6,5,0,1,0
69,173.143,5,2,4,3,1
131,62.752,12,0,3,4,1
87,97.88,11,5,1,3,0
218,187.757,2,1,3,3,0
305,138.73,2,0,2,3,0
345,119.193,9,1,4,4,1
341,120.868,2,5,4,1,1
161,82.145,2,2,1,3,0
178,117.259,3,4,4,4,0
117,106.005,3,3,2,2,0
196,127.185,4,2,4,1,1
327,59.75,7,1,0,4,0
86,135.914,9,0,3,3,1
289,160.665,2,5,2,4,0
81,111.847,4,2,2,1,1
152,145.884,9,4,3,3,0
61,132.414,14,5,3,2,1
61,95.69,2,1,2,2,1
354,77.659,10,5,3,2,1
28,83.264,11,5,1,4,0
43,131.716,13,0,3,1,1
169,117.754,1,3,0,2,0
86,171.004,10,1,0,3,0
177,151.635,8,0,1,3,0
17,151.551,9,3,3,3,1
98,130.523,7,0,0,4,0
198,81.512,8,3,4,1,1
98,133.014,4,3,3,1,1
65,122.554,4,3,1,2,0
330,74.465,13,0,3,1,1
341,168.398,2,5,2,3,0
5,164.092,8,3,2,3,0
2,74.234,11,5,0,4,0
22,94.488,2,1,2,3,0
112,98.002,9,4,1,1,0
57,144.394,14,5,0,3,0
66,139.789,4,4,1,2,0
330,121.776,1,3,1,4,0
98,130.954,13,4,2,4,0
144,68.495,4,4,2,1,1
125,135.254,3,3,1,3,0
167,115.965,12,5,2,3,0
86,92.838,6,3,2,1,1
76,58.7,7,1,2,1,1
344,121.078,8,2,3,2,1
294,134.278,2,0,1,1,1
59,51.901,6,3,4,3,1
138,120.739,6,3,1,2,0
99,124.89,10,4,0,4,0
192,97.831,12,1,2,3,1
243,135.194,5,4,2,4,0
319,114.694,10,5,4,4,0
49,131.327,10,3,0,4,0
32,141.37,7,3,3,3,0
277,141.392,3,4,1,4,0
20,160.673,4,3,3,3,0
154,133.533,10,5,0,4,0
68,100.918,13,2,4,1,1
214,94.088,9,0,0,1,1
143,77.468,4,0,4,3,1
232,126.047,3,0,3,4,0
213,172.852,14,2,3,4,1
79,105.662,2,3,0,4,0
214,137.984,5,4,0,1,0
116,89.909,4,1,2,4,0
92,127.792,13,3,4,4,1
270,170.374,13,2,2,3,1
168,147.45,8,5,1,4,0
58,57.168,7,2,1,1,1
284,142.828,6,0,0,4,0
26,144.649,11,3,3,1,1
66,126.939,12,0,1,1,1
248,146.701,2,1,1,2,0
254,86.66,3,5,2,1,0
44,122.531,10,0,2,2,1
97,164.407,9,1,1,2,0
42,160.798,13,2,0,4,0
227,141.922,9,0,2,2,1
262,84.68,5,0,1,3,0
167,78.381,14,4,3,1,1
279,124.582,3,5,2,3,0
89,127.231,2,5,1,2,0
178,115.985,8,2,4,4,1
197,87.809,6,4,2,1,1
307,137.478,10,1,4,3,1
267,124.407,11,1,2,4,1
268,131.593,12,2,2,2,1
74,143.737,7,5,4,4,0
8,109.054,1,1,0,3,0
297,100.45,1,2,1,4,0
164,164.303,10,1,0,3,0
85,89.706,2,3,0,4,0
72,101.233,10,0,1,1,1
55,169.37,3,5,3,4,0
47,98.119,12,3,0,1,1
238,116.055,1,2,0,3,0
104,103.521,14,2,0,1,1
210,48.671,5,3,3,4,0
42,115.068,3,0,2,1,1
316,79.575,1,0,4,3,1
268,130.183,8,4,4,4,0
263,164.226,12,1,3,1,1
336,35.0,11,4,0,1,1
365,103.723,6,0,4,2,1
259,138.093,9,3,3,1,1
283,35.0,3,1,1,2,1
114,173.451,9,3,4,3,0
363,135.196,9,4,1,2,0
40,163.329,12,2,0,3,0
220,97.442,13,3,4,1,1
129,102.267,12,4,3,1,1
8,113.563,1,4,2,2,0
101,205.528,3,4,4,3,0
176,172.724,6,2,4,1,1
107,125.294,8,2,4,2,1
101,130.176,4,2,4,2,1
260,145.396,5,1,3,2,1
246,215.662,9,2,3,1,1
275,135.309,6,2,2,3,0
32,121.838,12,2,3,1,1
137,106.456,7,3,3,4,0
12,129.397,7,2,0,4,0
302,96.519,4,1,0,1,0
16,139.844,4,4,1,3,0
129,62.696,4,3,2,2,0
63,109.58,14,0,0,4,0
109,149.385,11,2,2,4,0
21,134.765,5,4,2,1,1
158,101.495,5,4,4,4,0
269,110.719,8,3,2,4,0
162,161.413,9,0,4,2,1
260,71.584,2,5,1,2,0
102,71.816,11,1,1,3,0
223,82.815,7,5,1,4,0
59,119.573,1,4,4,3,0
247,65.73,1,5,4,3,1
128,158.12,4,4,1,2,0
283,83.028,10,5,4,2,1
325,128.974,7,4,3,1,1
25,96.837,2,4,3,2,1
131,117.38,11,3,4,3,1
353,55.866,2,0,4,4,1
196,160.053,1,4,0,3,0
281,81.54,10,1,0,3,1
154,77.351,2,1,2,3,0
133,215.16,13,2,2,2,1
227,142.172,7,4,2,3,0
189,158.497,9,4,1,1,0
265,138.356,6,4,3,4,0
134,101.901,10,5,1,2,0
211,67.726,2,4,4,3,1
60,108.047,12,4,0,1,0
364,80.874,10,1,4,4,1
364,83.275,10,0,4,3,1
213,56.673,13,0,0,4,0
216,124.579,9,2,4,2,1
226,182.936,7,1,2,2,1
131,142.325,11,4,0,1,0
76,115.768,1,0,4,2,1
286,118.377,12,3,2,1,1
277,35.0,9,3,2,3,1
156,103.047,2,3,3,4,0
248,62.933,4,4,2,2,1
218,125.377,9,4,1,4,0
190,109.601,4,2,0,4,0
163,85.228,3,2,0,3,0
180,124.476,1,2,0,3,0
34,124.131,7,5,4,2,1
41,180.745,6,3,4,3,0
307,147.457,10,4,1,4,0
338,128.679,4,3,2,1,1
314,82.099,6,2,4,1,1
75,77.062,6,4,2,1,1
279,143.954,13,1,2,2,1
176,111.997,4,0,4,3,0
150,129.975,14,0,4,3,1
273,159.12,13,2,1,3,1
325,59.474,6,3,3,3,0
108,175.881,10,1,0,4,0
139,158.775,11,4,4,1,1
350,37.822,8,3,4,4,1
271,214.124,13,2,2,2,1
347,132.855,3,3,3,1,1
289,100.858,4,2,4,1,1
212,140.762,10,5,3,4,0
272,80.901,13,0,0,2,1
66,141.845,12,0,2,2,1
248,88.26,14,3,1,1,1
156,200.814,1,1,0,3,0
47,122.404,4,4,3,2,0
201,145.993,11,2,3,4,0
148,88.557,10,4,0,2,1
124,152.66,10,0,3,1,1
1,119.497,12,1,1,3,0
247,63.526,14,1,1,2,1
343,110.449,9,4,3,1,1
128,197.244,8,0,3,2,1
191,154.359,11,4,1,3,0
67,104.841,4,3,3,4,0
4,45.233,12,1,4,1,1
303,86.7,7,1,2,1,1
294,63.741,10,3,4,3,1
143,46.2,3,0,3,1,1
191,151.424,9,1,3,3,0
21,122.495,10,5,2,1,1
227,191.804,4,5,3,3,0
313,80.094,2,5,2,2,0
117,119.909,10,2,1,2,0
302,64.233,5,2,2,2,1
142,96.205,2,0,2,1,1
39,111.116,14,3,4,3,1
355,105.014,10,4,3,3,0
252,122.142,6,0,1,4,0
333,158.864,11,4,0,2,0
207,154.657,10,0,2,4,0
210,89.227,1,2,0,2,0
115,118.786,14,5,3,4,0
225,151.764,6,3,2,2,0
134,161.429,4,2,0,3,0
251,93.554,3,3,4,2,1
219,148.327,2,4,0,1,0
91,133.246,7,0,4,2,1
354,77.36,9,1,1,2,0
46,152.006,12,1,3,3,1
38,126.062,3,3,0,1,0
142,50.344,6,5,2,3,0
100,108.246,9,5,3,4,0
328,121.594,2,3,0,4,0
190,95.767,7,2,2,1,1
35,169.129,5,1,2,4,0
147,170.579,5,2,2,1,1
30,104.7,11,4,2,2,1
334,100.311,7,1,0,4,0
84,114.751,9,4,1,2,1
281,111.997,4,0,4,3,1
344,96.3,9,2,4,4,1
270,35.0,14,3,4,3,1
154,190.192,13,1,1,3,1
102,120.017,11,2,2,1,1
215,112.868,10,3,2,3,1
150,133.007,9,0,3,1,1
83,116.798,13,1,4,1,1
110,102.787,4,4,4,1,1
275,79.774,3,0,2,1,1
201,46.455,2,5,4,1,1
284,65.825,9,3,2,2,1
173,75.333,12,1,2,1,1
327,146.037,2,1,2,4,0
206,148.985,6,0,0,1,1
63,84.728,5,1,0,2,0
73,35.0,14,3,0,4,0
251,120.365,5,0,0,4,0
124,103.138,4,4,1,2,0
121,102.15,6,0,3,4,1
275,158.237,5,0,3,2,1
120,125.546,11,4,2,3,0
317,80.945,4,5,4,3,0
164,71.743,13,3,0,1,1
286,109.496,9,5,3,1,1
265,83.743,13,5,3,1,1
320,117.104,6,5,0,1,0
161,161.046,11,2,1,2,1
308,64.809,10,5,1,3,0
89,123.511,10,2,3,2,1
142,156.602,13,4,1,4,0
203,116.553,10,3,0,4,0
309,148.863,13,5,3,4,0
227,108.509,3,1,0,4,0
334,126.833,10,4,1,4,0
222,137.631,6,2,0,3,0
41,97.12,14,3,1,2,1
196,199.627,1,0,1,4,0
68,143.103,5,3,0,1,0
264,172.119,10,3,1,3,0
2,162.841,6,5,2,1,0
361,133.092,11,5,0,3,0
125,175.432,8,2,2,3,0
110,127.517,11,2,0,1,1
86,90.809,9,5,1,1,1
120,120.593,11,5,1,4,0
127,79.753,3,1,3,1,1
255,35.932,2,1,3,2,1
183,85.898,13,4,2,3,0
16,122.915,4,5,1,3,0
62,162.477,8,0,3,4,1
158,85.779,11,1,1,3,1
268,160.406,8,2,0,1,1
35,71.573,3,3,3,3,1
267,83.219,4,4,2,3,0
64,177.966,3,1,3,1,1
50,121.905,10,3,1,1,1
255,113.055,2,3,4,3,0
149,129.411,4,1,4,2,1
325,71.744,6,0,1,1,1
304,106.766,11,0,0,2,1
276,120.106,14,4,3,2,1
357,169.255,11,0,4,4,1
172,53.183,5,4,0,2,0
201,190.52,3,2,1,4,0
324,115.014,2,1,0,2,0
35,75.578,9,3,1,4,0
216,68.335,1,4,3,1,1
65,130.926,9,0,0,3,0
8,66.112,1,4,3,3,0
301,97.595,14,5,0,4,0
343,110.004,7,4,1,1,1
332,165.747,6,0,1,4,0
76,160.738,7,5,0,4,0
174,94.28,3,5,1,1,0
47,111.493,14,0,2,2,1
15,56.185,3,5,2,2,0
361,38.436,13,1,3,1,1
147,70.838,11,3,2,4,0
26,164.924,1,1,2,3,0
308,151.203,4,1,4,4,1
93,135.337,12,0,4,2,1
232,61.695,2,0,4,1,1
21,91.534,10,3,4,1,1
307,85.687,8,4,1,1,1
38,113.36,3,1,3,2,1
276,110.838,7,5,3,4,0
157,79.922,7,3,2,1,1
